Token	Language	Named Entity	Eng-NGram Prob	Spn-NGram Prob	HMM Prob	Total Prob
"	Punct	O	N/A	N/A	N/A	N/A
chismeando	Spn	O	21.1	52.82	-1.01	51.81
con	Spn	O	33.09	47.17	-1.01	46.160000000000004
los	Spn	O	23.65	49.6	-1.01	48.59
vecinos	Spn	O	14.78	48.23	-1.01	47.22
sobre	Spn	O	23.95	48.06	-1.01	47.050000000000004
un	Spn	O	21.77	40.51	-1.01	39.5
señor	Spn	O	19.83	55.39	-1.01	54.38
gay	Spn	O	24.67	22.49	-1.01	21.479999999999997
que	Spn	O	26.46	56.13	-1.01	55.120000000000005
había	Spn	O	14.7	50.09	-1.01	49.080000000000005
comprado	Spn	O	37.74	60.11	-1.01	59.1
la	Spn	O	18.68	44.74	-1.01	43.730000000000004
felicísima	Spn	O	12.58	35.21	-1.01	34.2
revihta	Spn	O	17.63	22.52	-1.01	21.509999999999998
N	Eng	O/MISC	15.91	8.48	-2.38	13.530000000000001
/	Punct	O	N/A	N/A	N/A	N/A
Xybueno	Spn	O/MISC	-0.69	23.89	-2.38	21.51
.	Punct	O	N/A	N/A	N/A	N/A
.	Punct	O	N/A	N/A	N/A	N/A
.	Punct	O	N/A	N/A	N/A	N/A
Supongo	Spn	O	21.46	49.66	-1.01	48.65
que	Spn	O	26.46	56.13	-1.01	55.120000000000005
she	Eng	O	47.98	20.49	-2.38	45.599999999999994
must	Eng	O	46.34	16.23	-0.8	45.540000000000006
’	Punct	O	N/A	N/A	N/A	N/A
ve	Eng	O	41.64	33.49	-0.8	40.84
done	Eng	O	52.42	36.12	-0.8	51.620000000000005
the	Eng	O	60.83	27.05	-0.8	60.03
same	Eng	O	49.13	34.36	-0.8	48.330000000000005
thing	Eng	O	69.37	13.97	-0.8	68.57000000000001
behind	Eng	O	49.9	8.34	-0.8	49.1
our	Eng	O	44.71	13.25	-0.8	43.910000000000004
backs	Eng	O	43.45	13.8	-0.8	42.650000000000006
cuando	Spn	O	20.56	60.78	-2.38	58.4
Pablo	Spn	O/PERSON	13.49	33.08	-1.01	32.07
y	Spn	O	21.5	34.41	-1.01	33.4
yo	Spn	O	24.54	38.85	-1.01	37.84
íbamos	Spn	O	-0.74	38.4	-1.01	37.39
a	Spn	O	39.06	38.09	-1.01	37.080000000000005
comprar	Spn	O	30.36	55.82	-1.01	54.81
el	Spn	O	19.84	42.02	-1.01	41.010000000000005
"	Punct	O	N/A	N/A	N/A	N/A
Hola	Spn	O/MISC	22.77	35.15	-1.01	34.14
Paísy	Spn	O/MISC	15.13	21.59	-1.01	20.58
OK	Eng	O/MISC	20.48	9.02	-2.38	18.1
"	Punct	O	N/A	N/A	N/A	N/A
también	Spn	O	10.16	58.67	-2.38	56.29
el	Spn	O	19.84	42.02	-1.01	41.010000000000005
N	Eng	O/MISC	15.91	8.48	-2.38	13.530000000000001
/	Punct	O	N/A	N/A	N/A	N/A
X	Spn	O/MISC	1.09	4.83	-2.38	2.45
"	Punct	O	N/A	N/A	N/A	N/A
about	Eng	O	62.63	15.69	-2.38	60.25
which	Eng	O	54.48	10.73	-0.8	53.68
we	Eng	O	46.45	7.69	-0.8	45.650000000000006
’	Punct	O	N/A	N/A	N/A	N/A
d	Eng	O	31.16	18.31	-0.8	30.36
laugh	Eng	O	37.76	15.74	-0.8	36.96
and	Eng	O	58.08	26.56	-0.8	57.28
laugh	Eng	O	37.76	15.74	-0.8	36.96
at	Eng	O	43.35	13.78	-0.8	42.550000000000004
the	Eng	O	60.83	27.05	-0.8	60.03
porteño	Spn	O	15.15	35.01	-2.38	32.629999999999995
feliz	Spn	O	10.77	33.81	-1.01	32.800000000000004
personal	Eng	O	57.68	54.8	-2.38	55.3
ads	Eng	O	30.25	15.44	-0.8	29.45
.	Punct	O	N/A	N/A	N/A	N/A
(	Punct	O	N/A	N/A	N/A	N/A
Coño	Spn	O	12.01	32.17	-2.38	29.790000000000003
"	Punct	O	N/A	N/A	N/A	N/A
a	Spn	O	39.06	38.09	-1.01	37.080000000000005
la	Spn	O	18.68	44.74	-1.01	43.730000000000004
vez	Spn	O	10.62	37.2	-1.01	36.190000000000005
prolijos	Spn	O	19.14	37.78	-1.01	36.77
y	Spn	O	21.5	34.41	-1.01	33.4
reprimidos	Spn	O	19.36	43.63	-1.01	42.620000000000005
—	Punct	O	N/A	N/A	N/A	N/A
no	Spn	O	39.04	44.89	-1.01	43.88
les	Spn	O	34.52	42.49	-1.01	41.480000000000004
cabe	Spn	O	26.71	40.03	-1.01	39.02
un	Spn	O	21.77	40.51	-1.01	39.5
piñón	Spn	O	8.15	25.47	-1.01	24.459999999999997
por	Spn	O	25.21	47.08	-1.01	46.07
el	Spn	O	19.84	42.02	-1.01	41.010000000000005
culo	Spn	O	19.26	39.14	-1.01	38.13
"	Punct	O	N/A	N/A	N/A	N/A
as	Eng	O	41.38	30.98	-2.38	39.0
la	Spn	O	18.68	44.74	-2.38	42.36
Frances	Spn	PERSON/PERSON	43.76	45.9	-1.01	44.89
used	Eng	O	48.97	21.24	-2.38	46.589999999999996
to	Eng	O	48.13	29.93	-0.8	47.330000000000005
say	Eng	O	43.93	22.05	-0.8	43.13
—	Punct	O	N/A	N/A	N/A	N/A
even	Eng	O	50.32	32.92	-0.8	49.52
in	Eng	O	45.41	25.29	-0.8	44.61
their	Eng	O	61.66	20.15	-0.8	60.86
queer	Spn	O	26.52	36.05	-2.38	33.669999999999995
personal	Eng	O	57.68	54.8	-2.38	55.3
ads	Eng	O	30.25	15.44	-0.8	29.45
!	Punct	O	N/A	N/A	N/A	N/A
)	Punct	O	N/A	N/A	N/A	N/A
Pero	Spn	O	24.95	52.4	-2.38	50.019999999999996
it	Eng	O	50.11	11.76	-2.38	47.73
’	Punct	O	N/A	N/A	N/A	N/A
s	Eng	O	40.13	19.22	-0.8	39.330000000000005
hard	Eng	O	46.48	24.73	-0.8	45.68
to	Eng	O	48.13	29.93	-0.8	47.330000000000005
tell	Eng	O	49.1	23.35	-0.8	48.300000000000004
a	Eng	O	39.06	38.09	-0.8	38.260000000000005
veces	Spn	O	29.27	49.06	-2.38	46.68
with	Eng	O	54.27	4.16	-2.38	51.89
porteños	Spn	O	18.76	41.85	-2.38	39.47
.	Punct	O	N/A	N/A	N/A	N/A
Nice	Eng	O	46.93	28.57	-2.38	44.55
to	Eng	O	48.13	29.93	-0.8	47.330000000000005
your	Eng	O	56.33	24.2	-0.8	55.53
face	Eng	O	40.64	27.17	-0.8	39.84
.	Punct	O	N/A	N/A	N/A	N/A
Anygüey	Eng	O/PERSON	26.51	21.51	-0.8	25.71
"	Punct	O	N/A	N/A	N/A	N/A
le	Spn	O	24.53	39.88	-2.38	37.5
dije	Spn	O	12.99	42.67	-1.01	41.660000000000004
al	Spn	O	23.37	36.72	-1.01	35.71
taxista	Spn	O	20.46	36.11	-1.01	35.1
santafesino	Spn	O	12.77	35.57	-1.01	34.56
que	Spn	O	26.46	56.13	-1.01	55.120000000000005
he	Eng	O	44.49	34.18	-2.38	42.11
should	Eng	O	60.82	10.2	-0.8	60.02
continue	Eng	O	48.51	42.18	-0.8	47.71
down	Eng	O	49.05	17.68	-0.8	48.25
la	Spn	O	18.68	44.74	-2.38	42.36
avenida	Spn	O	15.98	40.86	-1.01	39.85
Santa	Spn	LOCATION/LOCATION	23.36	42.43	-1.01	41.42
Fe	Spn	LOCATION/LOCATION	21.68	25.33	-1.01	24.319999999999997
and	Eng	O	58.08	26.56	-2.38	55.699999999999996
turn	Eng	O	39.35	19.52	-0.8	38.550000000000004
south	Eng	O	45.25	13.15	-0.8	44.45
on	Eng	O	43.01	23.0	-0.8	42.21
Pueyrredón	Spn	O/LOCATION	1.06	26.0	-2.38	23.62
y	Spn	O	21.5	34.41	-1.01	33.4
cómo	Spn	O	6.57	45.1	-1.01	44.09
esa	Spn	O	13.84	44.15	-1.01	43.14
wide	Eng	O	39.12	15.93	-2.38	36.739999999999995
"	Punct	O	N/A	N/A	N/A	N/A
long	Eng	O	47.87	18.74	-0.8	47.07
street	Eng	O	49.6	14.55	-0.8	48.800000000000004
me	Spn	O	41.15	43.0	-2.38	40.62
gusta	Spn	O	15.36	49.99	-1.01	48.980000000000004
.	Punct	O	N/A	N/A	N/A	N/A
Down	Eng	O	49.05	17.68	-2.38	46.669999999999995
"	Punct	O	N/A	N/A	N/A	N/A
down	Eng	O	49.05	17.68	-0.8	48.25
.	Punct	O	N/A	N/A	N/A	N/A
Shops	Eng	O	37.49	11.49	-0.8	36.690000000000005
getting	Eng	O	68.58	9.63	-0.8	67.78
more	Eng	O	53.89	32.84	-0.8	53.09
and	Eng	O	58.08	26.56	-0.8	57.28
more	Eng	O	53.89	32.84	-0.8	53.09
pueblo	Spn	O	11.78	52.74	-2.38	50.36
and	Eng	O	58.08	26.56	-2.38	55.699999999999996
then	Eng	O	60.65	23.75	-0.8	59.85
directamente	Spn	O	31.98	75.67	-2.38	73.29
cutres	Spn	O	26.5	32.35	-1.01	31.34
as	Eng	O	41.38	30.98	-2.38	39.0
we	Eng	O	46.45	7.69	-0.8	45.650000000000006
approach	Eng	O	45.13	9.93	-0.8	44.330000000000005
the	Eng	O	60.83	27.05	-0.8	60.03
Once	Eng	O/MISC	46.71	27.42	-0.8	45.910000000000004
train	Eng	O/MISC	47.72	30.15	-0.8	46.92
station	Eng	O/MISC	62.91	18.84	-0.8	62.11
"	Punct	O	N/A	N/A	N/A	N/A
Plaza	Spn	O/MISC	19.89	35.75	-2.38	33.37
Miserere	Spn	O/MISC	34.71	32.35	-1.01	31.34
(	Punct	O	N/A	N/A	N/A	N/A
Plaza	Spn	O/LOCATION	19.89	35.75	-1.01	34.74
Misery	Eng	O/LOCATION	38.18	27.99	-2.38	35.8
"	Punct	O	N/A	N/A	N/A	N/A
le	Spn	O	24.53	39.88	-2.38	37.5
digo	Spn	O	22.9	46.27	-1.01	45.260000000000005
)	Punct	O	N/A	N/A	N/A	N/A
or	Eng	O	41.56	23.53	-2.38	39.18
Plaza	Spn	O/ORGANIZATION	19.89	35.75	-2.38	33.37
Once	Eng	O/ORGANIZATION	46.71	27.42	-2.38	44.33
"	Punct	O	N/A	N/A	N/A	N/A
which	Eng	O	54.48	10.73	-0.8	53.68
I	Eng	O/MISC	42.31	11.38	-0.8	41.510000000000005
had	Eng	O/MISC	48.39	23.13	-0.8	47.59
imagined	Eng	O/MISC	51.41	29.96	-0.8	50.61
"	Punct	O	N/A	N/A	N/A	N/A
antes	Spn	O	33.33	49.96	-2.38	47.58
de	Spn	O	26.21	47.06	-1.01	46.050000000000004
llegar	Spn	O	20.86	51.94	-1.01	50.93
"	Punct	O	N/A	N/A	N/A	N/A
was	Eng	O	51.72	16.52	-2.38	49.339999999999996
going	Eng	O	62.31	13.65	-0.8	61.510000000000005
to	Eng	O	48.13	29.93	-0.8	47.330000000000005
be	Eng	O	42.62	20.92	-0.8	41.82
so	Eng	O	43.57	28.06	-0.8	42.77
beautiful	Eng	O	51.42	11.64	-0.8	50.620000000000005
"	Punct	O	N/A	N/A	N/A	N/A
so90	Spn	O	5.39	8.59	-2.38	6.21
HISTORICAL	Eng	O	50.24	36.51	-2.38	47.86
.	Punct	O	N/A	N/A	N/A	N/A
And	Eng	O	58.08	26.56	-0.8	57.28
pues	Spn	O	24.99	50.16	-2.38	47.779999999999994
historical	Eng	O	50.24	36.51	-2.38	47.86
quizás	Spn	O	11.63	46.5	-2.38	44.12
it	Eng	O	50.11	11.76	-2.38	47.73
is	Eng	O	44.66	21.08	-0.8	43.86
"	Punct	O	N/A	N/A	N/A	N/A
pero	Spn	O	24.95	52.4	-2.38	50.019999999999996
bien	Spn	O	22.54	48.79	-1.01	47.78
poco	Spn	O	17.65	46.44	-1.01	45.43
de	Spn	O	26.21	47.06	-1.01	46.050000000000004
beauty	Eng	O	39.11	12.52	-2.38	36.73
"	Punct	O	N/A	N/A	N/A	N/A
of	Eng	O	45.37	12.91	-0.8	44.57
the	Eng	O	60.83	27.05	-0.8	60.03
kind	Eng	O/MISC	52.81	6.71	-0.8	52.010000000000005
I	Eng	O/MISC	42.31	11.38	-0.8	41.510000000000005
was	Eng	O/MISC	51.72	16.52	-0.8	50.92
looking	Eng	O/MISC	64.13	19.06	-0.8	63.33
to	Eng	O/MISC	48.13	29.93	-0.8	47.330000000000005
find	Eng	O/MISC	48.68	16.97	-0.8	47.88
"	Punct	O	N/A	N/A	N/A	N/A
cuando	Spn	O	20.56	60.78	-2.38	58.4
primero	Spn	O	27.46	61.48	-1.01	60.47
shegué	Spn	O	5.41	23.57	-1.01	22.56
.	Punct	O	N/A	N/A	N/A	N/A
Continuamos	Spn	O	33.55	59.18	-1.01	58.17
"	Punct	O	N/A	N/A	N/A	N/A
and	Eng	O	58.08	26.56	-2.38	55.699999999999996
I	Eng	O/MISC	42.31	11.38	-0.8	41.510000000000005
know	Eng	O/MISC	60.3	6.12	-0.8	59.5
I	Eng	O/MISC	42.31	11.38	-0.8	41.510000000000005
’	Punct	O	N/A	N/A	N/A	N/A
m	Eng	O	33.66	10.74	-0.8	32.86
going	Eng	O	62.31	13.65	-0.8	61.510000000000005
to	Eng	O	48.13	29.93	-0.8	47.330000000000005
ask	Eng	O	31.99	6.75	-0.8	31.189999999999998
him	Eng	O	39.42	13.41	-0.8	38.620000000000005
to	Eng	O	48.13	29.93	-0.8	47.330000000000005
turn	Eng	O	39.35	19.52	-0.8	38.550000000000004
left	Eng	O	37.39	9.56	-0.8	36.59
on	Eng	O	43.01	23.0	-0.8	42.21
Alsina	Eng	PERSON/PERSON	25.07	25.83	-0.8	24.27
"	Punct	O	N/A	N/A	N/A	N/A
eventually	Eng	O	73.7	22.53	-0.8	72.9
"	Punct	O	N/A	N/A	N/A	N/A
en	Spn	O	25.45	42.54	-2.38	40.16
el	Spn	O	19.84	42.02	-1.01	41.010000000000005
barrio	Spn	O	26.22	39.73	-1.01	38.72
de	Spn	O	26.21	47.06	-1.01	46.050000000000004
Congreso	Spn	O/ORGANIZATION	32.39	45.24	-1.01	44.230000000000004
"	Punct	O	N/A	N/A	N/A	N/A
and	Eng	O	58.08	26.56	-2.38	55.699999999999996
I	Eng	O/MISC	42.31	11.38	-0.8	41.510000000000005
’	Punct	O	N/A	N/A	N/A	N/A
ll	Eng	O/MISC	38.29	20.47	-0.8	37.49
gaze	Eng	O	19.09	11.05	-0.8	18.29
scrutinizingly	Eng	O	28.24	-4.28	-0.8	27.439999999999998
into	Eng	O	51.19	37.94	-0.8	50.39
dimly	Eng	O	24.04	17.84	-0.8	23.24
-	Punct	O	N/A	N/A	N/A	N/A
lit	Eng	O	37.15	12.77	-0.8	36.35
and	Eng	O	58.08	26.56	-0.8	57.28
what	Eng	O/MISC	61.03	9.63	-0.8	60.230000000000004
I	Eng	O/MISC	42.31	11.38	-0.8	41.510000000000005
imagine	Eng	O	52.86	39.27	-0.8	52.06
are	Eng	O	50.46	30.0	-0.8	49.660000000000004
swooningly	Eng	O	28.95	-1.76	-0.8	28.15
romantic	Eng	O	26.18	13.98	-0.8	25.38
interiores	Spn	O	50.98	57.74	-2.38	55.36
"	Punct	O	N/A	N/A	N/A	N/A
donde	Spn	O	31.06	50.47	-1.01	49.46
en	Spn	O	25.45	42.54	-1.01	41.53
realidad	Spn	O	39.55	52.0	-1.01	50.99
la	Spn	O	18.68	44.74	-1.01	43.730000000000004
gente	Spn	O	26.04	49.95	-1.01	48.940000000000005
probablemente	Spn	O	50.95	73.42	-1.01	72.41
is	Eng	O	44.66	21.08	-2.38	42.279999999999994
just	Eng	O/MISC	56.89	16.33	-0.8	56.09
watching	Eng	O/MISC	70.24	3.83	-0.8	69.44
TV	Eng	O/MISC	1.99	-1.38	-0.8	1.19
"	Punct	O	N/A	N/A	N/A	N/A
some	Eng	O	56.66	33.61	-0.8	55.86
bullshit	Eng	O/MISC	33.26	3.17	-0.8	32.46
sitcom	Eng	O/MISC	27.51	13.14	-0.8	26.71
with	Eng	O/MISC	54.27	4.16	-0.8	53.470000000000006
the	Eng	O/MISC	60.83	27.05	-0.8	60.03
New	Eng	LOCATION/MISC	37.79	11.23	-0.8	36.99
York	Eng	LOCATION/MISC	28.48	11.89	-0.8	27.68
Jewish	Eng	O/MISC	28.51	5.47	-0.8	27.71
-	Punct	O	N/A	N/A	N/A	N/A
born	Eng	O	34.63	15.47	-0.8	33.830000000000005
"	Punct	O	N/A	N/A	N/A	N/A
Buenos	Spn	LOCATION/LOCATION	18.33	55.86	-2.38	53.48
Aires	Spn	LOCATION/LOCATION	33.73	38.14	-1.01	37.13
-	Punct	O	N/A	N/A	N/A	N/A
bred	Eng	O	36.85	21.08	-2.38	34.47
actorcito	Spn	O	27.53	52.11	-2.38	49.73
and	Eng	O	58.08	26.56	-2.38	55.699999999999996
director	Spn	O	48.17	56.99	-2.38	54.61
du	Eng	O	12.9	10.97	-2.38	10.52
jour	Eng	O	28.52	14.5	-0.8	27.72
"	Punct	O	N/A	N/A	N/A	N/A
Adrián	Spn	O/PERSON	8.63	17.89	-2.38	15.510000000000002
Suar	Spn	O/PERSON	20.23	27.71	-1.01	26.7
"	Punct	O	N/A	N/A	N/A	N/A
(	Punct	O	N/A	N/A	N/A	N/A
né	Spn	O/MISC	-3.52	11.55	-1.01	10.540000000000001
Schwartz	Eng	PERSON/MISC	15.61	0.18	-2.38	13.23
"	Punct	O	N/A	N/A	N/A	N/A
I	Eng	O/MISC	42.31	11.38	-0.8	41.510000000000005
think	Eng	O/MISC	65.69	9.38	-0.8	64.89
)	Punct	O	N/A	N/A	N/A	N/A
or	Eng	O	41.56	23.53	-0.8	40.760000000000005
a	Eng	O	39.06	38.09	-0.8	38.260000000000005
game	Eng	O	42.91	29.97	-0.8	42.11
show	Eng	O	46.72	16.21	-0.8	45.92
or	Eng	O	41.56	23.53	-0.8	40.760000000000005
something	Eng	O	87.24	18.85	-0.8	86.44
with	Eng	O	54.27	4.16	-0.8	53.470000000000006
la	Spn	O	18.68	44.74	-2.38	42.36
pneumática	Spn	O	5.92	27.77	-1.01	26.759999999999998
y	Spn	O	21.5	34.41	-1.01	33.4
super	Eng	O	44.12	35.44	-2.38	41.739999999999995
-	Punct	O	N/A	N/A	N/A	N/A
operada	Spn	O	24.02	43.29	-2.38	40.91
(	Punct	O	N/A	N/A	N/A	N/A
oh	Eng	O	42.22	16.44	-2.38	39.839999999999996
"	Punct	O	N/A	N/A	N/A	N/A
how	Eng	O	45.28	13.44	-0.8	44.480000000000004
can	Eng	O	46.96	33.02	-0.8	46.160000000000004
they	Eng	O	65.37	19.05	-0.8	64.57000000000001
stand	Eng	O	55.47	15.51	-0.8	54.67
watching	Eng	O	70.24	3.83	-0.8	69.44
this	Eng	O	59.86	22.07	-0.8	59.06
?	Punct	O	N/A	N/A	N/A	N/A
)	Punct	O	N/A	N/A	N/A	N/A
Susana	Spn	PERSON/PERSON	21.96	33.87	-2.38	31.49
Giménez	Spn	PERSON/PERSON	4.41	18.32	-1.01	17.31
.	Punct	O	N/A	N/A	N/A	N/A
Someone	Eng	O	66.44	26.04	-2.38	64.06
will	Eng	O	48.96	7.58	-0.8	48.160000000000004
be	Eng	O	42.62	20.92	-0.8	41.82
sitting	Eng	O	61.81	15.82	-0.8	61.010000000000005
alone	Eng	O	47.83	28.19	-0.8	47.03
"	Punct	O	N/A	N/A	N/A	N/A
munching	Eng	O	43.15	25.78	-0.8	42.35
on	Eng	O	43.01	23.0	-0.8	42.21
a	Eng	O	39.06	38.09	-0.8	38.260000000000005
cold	Eng	O	43.93	21.07	-0.8	43.13
milanesa	Spn	O	15.21	35.62	-2.38	33.239999999999995
"	Punct	O	N/A	N/A	N/A	N/A
ponderando	Spn	O	27.55	55.7	-1.01	54.690000000000005
la	Spn	O	18.68	44.74	-1.01	43.730000000000004
crisis	Eng	O	39.87	34.39	-2.38	37.489999999999995
.	Punct	O	N/A	N/A	N/A	N/A
Y	Spn	O	21.5	34.41	-2.38	32.029999999999994
en	Spn	O	25.45	42.54	-1.01	41.53
eso	Spn	O	19.62	46.36	-1.01	45.35
el	Spn	O	19.84	42.02	-1.01	41.010000000000005
taxista	Spn	O	20.46	36.11	-1.01	35.1
asks	Eng	O	31.51	13.18	-2.38	29.130000000000003
me	Eng	O	41.15	43.0	-0.8	40.35
"	Punct	O	N/A	N/A	N/A	N/A
a	Eng	O	39.06	38.09	-0.8	38.260000000000005
vos	Spn	O	16.53	35.41	-2.38	33.029999999999994
te	Spn	O	25.61	41.33	-1.01	40.32
gusta	Spn	O	15.36	49.99	-1.01	48.980000000000004
aquí	Spn	O	-1.09	47.65	-1.01	46.64
?	Punct	O	N/A	N/A	N/A	N/A
And	Eng	O	58.08	26.56	-2.38	55.699999999999996
I	Eng	O/MISC	42.31	11.38	-0.8	41.510000000000005
can	Eng	O/MISC	46.96	33.02	-0.8	46.160000000000004
’	Punct	O	N/A	N/A	N/A	N/A
t	Eng	O/MISC	40.21	10.87	-0.8	39.410000000000004
tell	Eng	O/MISC	49.1	23.35	-0.8	48.300000000000004
what	Eng	O/MISC	61.03	9.63	-0.8	60.230000000000004
he	Eng	O	44.49	34.18	-0.8	43.690000000000005
’	Punct	O	N/A	N/A	N/A	N/A
s	Eng	O	40.13	19.22	-0.8	39.330000000000005
getting	Eng	O	68.58	9.63	-0.8	67.78
at	Eng	O	43.35	13.78	-0.8	42.550000000000004
y	Spn	O	21.5	34.41	-2.38	32.029999999999994
me	Spn	O	41.15	43.0	-1.01	41.99
siento	Spn	O	25.29	56.99	-1.01	55.980000000000004
"	Punct	O	N/A	N/A	N/A	N/A
de	Spn	O	26.21	47.06	-1.01	46.050000000000004
repente	Spn	O	29.63	50.37	-1.01	49.36
"	Punct	O	N/A	N/A	N/A	N/A
vulnerable	Eng	O	34.86	32.53	-2.38	32.48
on	Eng	O	43.01	23.0	-0.8	42.21
these	Eng	O	62.33	30.24	-0.8	61.53
dark	Eng	O	32.53	16.06	-0.8	31.73
Once	Eng	O/MISC	46.71	27.42	-0.8	45.910000000000004
streets	Eng	O/MISC	49.9	13.37	-0.8	49.1
I	Eng	O/MISC	42.31	11.38	-0.8	41.510000000000005
don	Eng	O	50.13	38.08	-0.8	49.330000000000005
’	Punct	O	N/A	N/A	N/A	N/A
t	Eng	O	40.21	10.87	-0.8	39.410000000000004
know	Eng	O	60.3	6.12	-0.8	59.5
as	Eng	O	41.38	30.98	-0.8	40.580000000000005
well	Eng	O	57.6	13.82	-0.8	56.800000000000004
as	Eng	O	41.38	30.98	-0.8	40.580000000000005
Palermo	Spn	ORGANIZATION/LOCATION	8.56	34.3	-2.38	31.919999999999998
y	Spn	O	21.5	34.41	-1.01	33.4
le	Spn	O	24.53	39.88	-1.01	38.870000000000005
digo	Spn	O	22.9	46.27	-1.01	45.260000000000005
"	Punct	O	N/A	N/A	N/A	N/A
y	Spn	O	21.5	34.41	-1.01	33.4
.	Punct	O	N/A	N/A	N/A	N/A
.	Punct	O	N/A	N/A	N/A	N/A
.	Punct	O	N/A	N/A	N/A	N/A
(	Punct	O	N/A	N/A	N/A	N/A
pausa	Spn	O	14.14	30.58	-1.01	29.569999999999997
porteña	Spn	O	14.44	34.67	-1.01	33.660000000000004
)	Punct	O	N/A	N/A	N/A	N/A
sí	Spn	O	-2.55	35.52	-1.01	34.510000000000005
.	Punct	O	N/A	N/A	N/A	N/A
Sí	Spn	O	-2.55	35.52	-1.01	34.510000000000005
me	Spn	O	41.15	43.0	-1.01	41.99
encanta	Spn	O	19.72	55.22	-1.01	54.21
"	Punct	O	N/A	N/A	N/A	N/A
and	Eng	O	58.08	26.56	-2.38	55.699999999999996
I	Eng	O/MISC	42.31	11.38	-0.8	41.510000000000005
get	Eng	O/MISC	48.04	13.69	-0.8	47.24
ready	Eng	O	49.1	20.61	-0.8	48.300000000000004
to	Eng	O	48.13	29.93	-0.8	47.330000000000005
launch	Eng	O	34.52	13.45	-0.8	33.720000000000006
into	Eng	O	51.19	37.94	-0.8	50.39
my	Eng	O	41.2	20.91	-0.8	40.400000000000006
almost	Eng	O	56.06	12.91	-0.8	55.260000000000005
by	Eng	O	35.52	13.53	-0.8	34.720000000000006
-	Punct	O	N/A	N/A	N/A	N/A
now	Eng	O	47.81	13.39	-0.8	47.010000000000005
pathetic	Eng	O	32.12	7.99	-0.8	31.319999999999997
(	Punct	O	N/A	N/A	N/A	N/A
por	Spn	O	25.21	47.08	-2.38	44.699999999999996
redundante	Spn	O	23.24	41.34	-1.01	40.330000000000005
)	Punct	O	N/A	N/A	N/A	N/A
speechecito	Spn	O	28.24	26.33	-1.01	25.319999999999997
de	Spn	O	26.21	47.06	-1.01	46.050000000000004
por	Spn	O	25.21	47.08	-1.01	46.07
qué	Spn	O	-0.63	47.68	-1.01	46.67
no	Spn	O	39.04	44.89	-1.01	43.88
quiero	Spn	O	22.68	65.96	-1.01	64.94999999999999
volver	Spn	O	34.51	49.27	-1.01	48.260000000000005
volver	Spn	O	34.51	49.27	-1.01	48.260000000000005
y	Spn	O	21.5	34.41	-1.01	33.4
volverrr	Spn	O	9.54	25.29	-1.01	24.279999999999998
a	Eng	O	39.06	38.09	-2.38	36.68
California	Eng	LOCATION/LOCATION	47.87	46.55	-0.8	47.07
"	Punct	O	N/A	N/A	N/A	N/A
pero	Spn	O	24.95	52.4	-2.38	50.019999999999996
I	Eng	O/MISC	42.31	11.38	-2.38	39.93
am	Eng	O/MISC	30.77	12.36	-0.8	29.97
rudely	Eng	O	28.04	10.08	-0.8	27.24
interrupted	Eng	O	56.63	38.36	-0.8	55.830000000000005
y	Spn	O	21.5	34.41	-2.38	32.029999999999994
me	Spn	O	41.15	43.0	-1.01	41.99
insiste	Spn	O	40.5	48.04	-1.01	47.03
—	Punct	O	N/A	N/A	N/A	N/A
cómo	Spn	O	6.57	45.1	-1.01	44.09
?	Punct	O	N/A	N/A	N/A	N/A
Si	Spn	O	14.77	35.22	-1.01	34.21
esto	Spn	O	21.84	52.73	-1.01	51.72
es	Spn	O	21.58	44.75	-1.01	43.74
una	Spn	O	21.97	46.98	-1.01	45.97
mentira	Spn	O	27.83	49.13	-1.01	48.120000000000005
!	Punct	O	N/A	N/A	N/A	N/A
Si	Spn	O	14.77	35.22	-1.01	34.21
esto	Spn	O	21.84	52.73	-1.01	51.72
no	Spn	O	39.04	44.89	-1.01	43.88
existe	Spn	O	32.15	49.24	-1.01	48.230000000000004
.	Punct	O	N/A	N/A	N/A	N/A
Vos	Spn	O	16.53	35.41	-1.01	34.4
vas	Spn	O	23.16	41.81	-1.01	40.800000000000004
a	Spn	O	39.06	38.09	-1.01	37.080000000000005
salir	Spn	O	22.63	44.13	-1.01	43.120000000000005
de	Spn	O	26.21	47.06	-1.01	46.050000000000004
este	Spn	O	27.28	52.33	-1.01	51.32
taxi	Spn	O	22.21	20.06	-1.01	19.049999999999997
y	Spn	O	21.5	34.41	-1.01	33.4
decir	Spn	O	27.58	50.48	-1.01	49.47
que	Spn	O	26.46	56.13	-1.01	55.120000000000005
te	Spn	O	25.61	41.33	-1.01	40.32
tocó	Spn	O	4.13	28.09	-1.01	27.08
un	Spn	O	21.77	40.51	-1.01	39.5
loco	Spn	O	22.58	42.65	-1.01	41.64
argentino	Spn	O	25.47	37.78	-1.01	36.77
"	Punct	O	N/A	N/A	N/A	N/A
pero	Spn	O	24.95	52.4	-1.01	51.39
te	Spn	O	25.61	41.33	-1.01	40.32
digo	Spn	O	22.9	46.27	-1.01	45.260000000000005
que	Spn	O	26.46	56.13	-1.01	55.120000000000005
ESTA	Spn	O	22.4	52.76	-1.01	51.75
TODO	Spn	O	28.57	51.36	-1.01	50.35
MAL	Spn	O	29.28	38.26	-1.01	37.25
.	Punct	O	N/A	N/A	N/A	N/A
Está	Spn	O	1.58	51.24	-1.01	50.230000000000004
